   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.3767317e-02   1.7494186e-02   7.2621093e-02
   4.3351482e-02   3.9506156e-02   2.2463657e-01
   6.2460821e-02   6.1932402e-02   3.3860439e-01
   8.1253043e-02   8.4624904e-02   3.5533369e-01
   9.9775084e-02   1.0753844e-01   2.2931115e-01
   1.1808258e-01   1.3062378e-01  -7.3651279e-02
   1.3623931e-01   1.5382787e-01  -5.7787416e-01
   1.5429994e-01   1.7710685e-01  -1.2995503e+00
   1.7231772e-01   2.0041900e-01  -2.2482115e+00
   1.9033844e-01   2.2372889e-01  -3.4282456e+00
   2.0840250e-01   2.4700520e-01  -4.8401691e+00
   2.2654367e-01   2.7022147e-01  -6.4818146e+00
   2.4479001e-01   2.9335517e-01  -8.3493285e+00
   2.6316408e-01   3.1638755e-01  -1.0438032e+01
   2.8168348e-01   3.3930323e-01  -1.2743121e+01
   3.0036078e-01   3.6209041e-01  -1.5260226e+01
   3.1921310e-01   3.8473301e-01  -1.7985429e+01
   3.3828956e-01   4.0718708e-01  -2.0914210e+01
   3.5765935e-01   4.2938861e-01  -2.4038388e+01
   3.7734496e-01   4.5131061e-01  -2.7344678e+01
   3.9733570e-01   4.7295471e-01  -3.0817036e+01
   4.1762409e-01   4.9432005e-01  -3.4434708e+01
   4.3820318e-01   5.1540555e-01  -3.8169289e+01
   4.5906888e-01   5.3620746e-01  -4.1986655e+01
   4.8021377e-01   5.5672552e-01  -4.5848990e+01
   5.0161790e-01   5.7697298e-01  -4.9715975e+01
   5.2323938e-01   5.9698820e-01  -5.3546166e+01
   5.4502247e-01   6.1682740e-01  -5.7298447e+01
   5.6694416e-01   6.3651336e-01  -6.0937266e+01
   5.8901932e-01   6.5602705e-01  -6.4428784e+01
   6.1127422e-01   6.7533549e-01  -6.7739821e+01
   6.3372721e-01   6.9441325e-01  -7.0845505e+01
   6.5636145e-01   7.1327559e-01  -7.3729694e+01
   6.7917014e-01   7.3192663e-01  -7.6374261e+01
   7.0213931e-01   7.5037965e-01  -7.8759647e+01
   7.2526038e-01   7.6864200e-01  -8.0864094e+01
   7.4852196e-01   7.8672503e-01  -8.2664517e+01
   7.7191165e-01   8.0464204e-01  -8.4137015e+01
   7.9541405e-01   8.2241095e-01  -8.5258525e+01
   8.1901571e-01   8.4004781e-01  -8.6007927e+01
   8.4270954e-01   8.5756066e-01  -8.6364065e+01
   8.6648671e-01   8.7496011e-01  -8.6305755e+01
   8.9036518e-01   8.9222048e-01  -8.5811284e+01
   9.1432556e-01   9.0936687e-01  -8.4857847e+01
   9.3820521e-01   9.2662318e-01  -8.3414719e+01
   9.6289951e-01   9.4272121e-01  -8.1497210e+01
   9.8545307e-01   9.6160591e-01  -7.8923667e+01
   1.0126384e+00   9.7414582e-01  -7.6111581e+01
   1.0000000e+00   1.0000000e+00  -7.3314000e+01
