   0.0000000e+00   0.0000000e+00   1.3834750e+02
   2.3335750e-02   2.1061933e-02   1.3821408e+02
   4.2124747e-02   4.6390556e-02   1.3845809e+02
   5.9680119e-02   7.2590016e-02   1.3900235e+02
   7.6548837e-02   9.9236249e-02   1.3978551e+02
   9.2477935e-02   1.2645467e-01   1.4073483e+02
   1.0748439e-01   1.5419278e-01   1.4177584e+02
   1.2110873e-01   1.8263446e-01   1.4281948e+02
   1.3360355e-01   2.1159172e-01   1.4379635e+02
   1.4388857e-01   2.4140254e-01   1.4460268e+02
   1.5264882e-01   2.7170227e-01   1.4520353e+02
   1.5717424e-01   3.0290659e-01   1.4549978e+02
   1.5789594e-01   3.3444153e-01   1.4555793e+02
   1.4666324e-01   3.6390660e-01   1.4559459e+02
   1.4690060e-01   3.9544693e-01   1.4553047e+02
   1.5500241e-01   4.2592141e-01   1.4495776e+02
   1.6600906e-01   4.5547465e-01   1.4389058e+02
   1.8055862e-01   4.8345702e-01   1.4227411e+02
   1.9610946e-01   5.1089049e-01   1.4021081e+02
   2.1396576e-01   5.3688829e-01   1.3765360e+02
   2.3241633e-01   5.6246218e-01   1.3468367e+02
   2.5251655e-01   5.8676614e-01   1.3127871e+02
   2.7313136e-01   6.1063060e-01   1.2749152e+02
   2.9494794e-01   6.3340561e-01   1.2333529e+02
   3.1716792e-01   6.5578399e-01   1.1885635e+02
   3.4021207e-01   6.7731531e-01   1.1409000e+02
   3.6357881e-01   6.9849409e-01   1.0906645e+02
   3.8753326e-01   7.1900737e-01   1.0382725e+02
   4.1177096e-01   7.3918394e-01   9.8398086e+01
   4.3645363e-01   7.5881462e-01   9.2822149e+01
   4.6138340e-01   7.7812982e-01   8.7120795e+01
   4.8665001e-01   7.9700279e-01   8.1333386e+01
   5.1213903e-01   8.1557386e-01   7.5482260e+01
   5.3790586e-01   8.3375784e-01   6.9603754e+01
   5.6388254e-01   8.5164051e-01   6.3721304e+01
   5.9010839e-01   8.6915592e-01   5.7871624e+01
   6.1656753e-01   8.8631671e-01   5.2085602e+01
   6.4329790e-01   9.0305205e-01   4.6401012e+01
   6.7028518e-01   9.1936974e-01   4.0846619e+01
   6.9756610e-01   9.3519171e-01   3.5460534e+01
   7.2520494e-01   9.5037967e-01   3.0289767e+01
   7.5330116e-01   9.6470397e-01   2.5396793e+01
   7.8190490e-01   9.7798588e-01   2.0845337e+01
   8.1109876e-01   9.8991530e-01   1.6728068e+01
   8.4106034e-01   9.9975693e-01   1.3231785e+01
   8.7184697e-01   1.0065955e+00   1.0638501e+01
   9.0318130e-01   1.0101688e+00   9.1874513e+00
   9.3471576e-01   1.0104269e+00   9.1217786e+00
   9.6608194e-01   1.0071331e+00   1.0766684e+01
   1.0000000e+00   1.0000000e+00   1.4744000e+01
