-9.51821e+09	-203456	145456	4.5418e+12	4.71398e+12	4.90661e+12	4.99091e+12	5.11693e+12	5.32957e+12	5.66228e+12	6.23404e+12	6.26074e+12	6.5685e+12	6.65592e+12	6.83526e+12	6.84002e+12	6.92668e+12	7.7507e+12	9.40846e+12	9.48781e+12	9.51053e+12	9.76182e+12	1.02915e+13	1.04933e+13	
1.42347e+11	1.52899e+11	2.61974e+11	4.54361e+12	4.71357e+12	4.90216e+12	4.99191e+12	5.11452e+12	5.32938e+12	5.65274e+12	6.20901e+12	6.29864e+12	6.56759e+12	6.65349e+12	6.83472e+12	6.83752e+12	6.92472e+12	7.75128e+12	9.40847e+12	9.48976e+12	9.51187e+12	9.7623e+12	1.02922e+13	1.04912e+13	
2.84917e+11	3.05795e+11	5.23652e+11	4.54902e+12	4.71235e+12	4.88926e+12	4.99393e+12	5.10786e+12	5.32883e+12	5.62637e+12	6.18549e+12	6.35827e+12	6.56495e+12	6.64607e+12	6.82856e+12	6.83476e+12	6.91905e+12	7.7529e+12	9.40863e+12	9.49549e+12	9.51584e+12	9.76376e+12	1.02941e+13	1.04852e+13	
4.27231e+11	4.58466e+11	7.84673e+11	4.55798e+12	4.71025e+12	4.86861e+12	4.99489e+12	5.09872e+12	5.32787e+12	5.58846e+12	6.17045e+12	6.42632e+12	6.56106e+12	6.63318e+12	6.81594e+12	6.83326e+12	6.91038e+12	7.75531e+12	9.40923e+12	9.50459e+12	9.52231e+12	9.76623e+12	1.02972e+13	1.04753e+13	
5.69249e+11	6.10826e+11	1.04471e+12	4.57037e+12	4.70714e+12	4.84039e+12	4.99258e+12	5.08982e+12	5.32648e+12	5.5446e+12	6.16153e+12	6.49481e+12	6.55936e+12	6.61419e+12	6.79984e+12	6.8311e+12	6.90002e+12	7.75813e+12	9.41061e+12	9.51661e+12	9.5311e+12	9.76977e+12	1.03013e+13	1.04616e+13	
7.10889e+11	7.62776e+11	1.30344e+12	4.58603e+12	4.70272e+12	4.80465e+12	4.98555e+12	5.08389e+12	5.32459e+12	5.49911e+12	6.15649e+12	6.52817e+12	6.58556e+12	6.59329e+12	6.78205e+12	6.82778e+12	6.89056e+12	7.76091e+12	9.41303e+12	9.53105e+12	9.54194e+12	9.77446e+12	1.03062e+13	1.04442e+13	
8.52061e+11	9.14218e+11	1.56052e+12	4.60467e+12	4.69599e+12	4.76256e+12	4.97412e+12	5.08198e+12	5.32206e+12	5.4548e+12	6.15366e+12	6.5214e+12	6.55561e+12	6.65141e+12	6.76498e+12	6.82244e+12	6.88755e+12	7.76318e+12	9.41669e+12	9.54744e+12	9.55456e+12	9.7804e+12	1.03117e+13	1.04236e+13	
9.92674e+11	1.06505e+12	1.81561e+12	4.62573e+12	4.68125e+12	4.72103e+12	4.95993e+12	5.08336e+12	5.31848e+12	5.41354e+12	6.15172e+12	6.50161e+12	6.52185e+12	6.69318e+12	6.75411e+12	6.81445e+12	6.90172e+12	7.76451e+12	9.4217e+12	9.56503e+12	9.56898e+12	9.78765e+12	1.03171e+13	1.04001e+13	
1.13263e+12	1.21517e+12	2.06835e+12	4.63741e+12	4.65186e+12	4.69983e+12	4.94453e+12	5.0868e+12	5.31263e+12	5.37729e+12	6.14946e+12	6.46043e+12	6.49976e+12	6.69657e+12	6.75359e+12	6.80526e+12	6.94263e+12	7.7645e+12	9.42814e+12	9.58168e+12	9.58658e+12	9.7963e+12	1.03212e+13	1.03753e+13	
1.27185e+12	1.36447e+12	2.31836e+12	4.5838e+12	4.66791e+12	4.69639e+12	4.92878e+12	5.09139e+12	5.30112e+12	5.34986e+12	6.1456e+12	6.40852e+12	6.48067e+12	6.67997e+12	6.7484e+12	6.7965e+12	7.00399e+12	7.76284e+12	9.43602e+12	9.59724e+12	9.6068e+12	9.80638e+12	1.0318e+13	1.0355e+13	
