0.839619283116  -6.01782925  0.674975  
0.85485071003  -6.0264685  0.676225  
0.870452790751  -6.03251125  0.67695  
0.886436869694  -6.036256  0.677225  
0.902814709541  -6.03807225  0.676775  
0.919598510131  -6.03821675  0.676275  
0.936800928831  -6.0371335  0.67815  
0.954435098115  -6.035693  0.683325  
0.972514648378  -6.03425075  0.6893  
0.991053731378  -6.03338325  0.69045  
1.00000000000 -6.033271 0.69835
1.010067039  -6.033426  0.69055  
1.02956983222  -6.03455675  0.691375  
1.04957796552  -6.03669  0.689375  
1.0701079126  -6.0396735  0.6843  
1.09117679526  -6.0433735  0.67845  
1.11280241608  -6.047591  0.6712  
1.13500328665  -6.05249875  0.664775  
1.1577986608  -6.05744075  0.661525  
1.18120857418  -6.062011  0.659125  
1.20525387555  -6.06606875  0.658325  
1.22995626807  -6.06930725  0.65665  
1.25533835286  -6.0715675  0.6548  
1.28142366892  -6.072731  0.652675  
1.30823673936  -6.07285825  0.650825  
1.3358031228  -6.07167275  0.6503  
1.3641494615  -6.0690185  0.65135  
1.39330353543  -6.06475975  0.652725  
1.42329432302  -6.05907475  0.653925  
1.45415205693  -6.05194275  0.657075  
1.48590829019  -6.0433715  0.66375  
1.51859596685  -6.033122  0.6668  
