2.07779e+12	4.04013e+12	4.27769e+12	5.10104e+12	5.57116e+12	5.91155e+12	6.86238e+12	7.24739e+12	7.52838e+12	1.00791e+13	1.01572e+13	1.04959e+13	
2.11525e+12	4.0844e+12	4.331e+12	5.17633e+12	5.44872e+12	5.9118e+12	6.85603e+12	7.2038e+12	7.58435e+12	1.00953e+13	1.01378e+13	1.05096e+13	
2.15154e+12	4.13485e+12	4.38873e+12	5.24837e+12	5.32107e+12	5.91226e+12	6.84959e+12	7.15976e+12	7.63256e+12	1.01139e+13	1.01163e+13	1.0523e+13	
2.18665e+12	4.19114e+12	4.45052e+12	5.18918e+12	5.31704e+12	5.91293e+12	6.84307e+12	7.11548e+12	7.67221e+12	1.00929e+13	1.0135e+13	1.0536e+13	
2.22054e+12	4.25285e+12	4.51598e+12	5.05391e+12	5.38224e+12	5.9138e+12	6.83651e+12	7.07119e+12	7.70281e+12	1.00677e+13	1.01585e+13	1.05488e+13	
2.25319e+12	4.31939e+12	4.58468e+12	4.91619e+12	5.44387e+12	5.91484e+12	6.82993e+12	7.02711e+12	7.72409e+12	1.00407e+13	1.01844e+13	1.05612e+13	
2.28456e+12	4.38963e+12	4.65619e+12	4.77741e+12	5.50185e+12	5.91603e+12	6.82336e+12	6.98345e+12	7.736e+12	1.00121e+13	1.02126e+13	1.05733e+13	
2.31464e+12	4.45856e+12	4.64281e+12	4.73006e+12	5.55612e+12	5.91737e+12	6.81684e+12	6.94043e+12	7.73862e+12	9.98196e+12	1.02427e+13	1.05849e+13	
2.34338e+12	4.45795e+12	4.5808e+12	4.80583e+12	5.60661e+12	5.91882e+12	6.81039e+12	6.89825e+12	7.73218e+12	9.95057e+12	1.02746e+13	1.05961e+13	
2.37077e+12	4.33119e+12	4.64822e+12	4.88304e+12	5.65326e+12	5.92036e+12	6.80405e+12	6.8571e+12	7.71702e+12	9.91808e+12	1.03077e+13	1.06069e+13	
2.39678e+12	4.1901e+12	4.73346e+12	4.96121e+12	5.69604e+12	5.92197e+12	6.79784e+12	6.81716e+12	7.69357e+12	9.88473e+12	1.03417e+13	1.06172e+13	
