0	-23.9926475
0.1	-23.990994
0.2	-23.9893625
0.3	-23.9880695
0.4	-23.991391
0.5	-24.0024975
0.6	-24.0232045
0.7	-24.051936
0.8	-24.0854825
0.9	-24.11749
1	-24.140798
1.1	-24.147299
1.2	-24.1307465
1.3	-24.086499
1.4	-24.007623
1.5	-23.8905445

