0.839619283149  -5.955655  0.651025  
0.854850709917  -5.96652175  0.6398  
0.870452790573  -5.97555975  0.632275  
0.886436869885  -5.98293275  0.627025  
0.902814709611  -5.988721  0.62275  
0.919598510107  -5.9929675  0.618925  
0.936800928698  -5.99577925  0.615075  
0.954435097935  -5.9974145  0.610275  
0.972514648446  -5.997993  0.60435  
0.991053731342  -5.99799  0.600825  
1.01006703909  -5.99800325  0.600425  
1.0295698324  -5.99814475  0.5978  
1.04957796539  -5.998534  0.5953  
1.07010791232  -5.99897975  0.593275  
1.09117679516  -5.99950525  0.59095  
1.11280241622  -6.0000455  0.590025  
1.13500328645  -6.00065325  0.59035  
1.15779866086  -6.0015535  0.5911  
1.18120857411  -6.0031285  0.595275  
1.20525387551  -6.00534275  0.599925  
1.22995626813  -6.00815625  0.605925  
1.25533835312  -6.011399  0.615575  
1.28142366895  -6.01475325  0.6268  
1.30823673915  -6.01798075  0.636275  
1.33580312302  -6.02103475  0.650425  
1.36414946151  -6.0235305  0.664875  
1.39330353552  -6.02507675  0.677325  
1.4232943229  -6.02535125  0.691275  
1.45415205693  -6.02423375  0.713425  
1.48590829023  -6.02154625  0.7324  
1.51859596698  -6.01673825  0.744075  
